Mashine_code,E_TIME,INGOT_ID,LOT_ID,BRICK_ID,WIRESAW_TOOL_ID,WAFER_ID,BIN_NUM,SORTING_NAME,CSI_left,CSI_right,CSI_front,CSI_rear,TMEAN,TMIN,TMAX,TTV,ETV,ETTV,RMEAN,RMAX,RMIN,"SMART1 GROOVE","SMART1 Surfce GROOVE",STEP,BOW,WARP,PN_TYPE,"SMART2 GROOVE","SMART2 Surface GROOVE",STAIN_TOP,STAIN_BTM,top_chip,btm_chip,WIDTH,LENGTH,DIAMETER_45,DIAMETER_135,Chamfer_TL,Chamfer_TR,Chamfer_BL,Chamfer_BR,RECTANGULARITY_TL,RECTANGULARITY_TR,RECTANGULARITY_BL,RECTANGULARITY_BR,ChamferX_TL,ChamferX_TR,ChamferX_BR,ChamferX_BL,ChamferY_TL,ChamferY_TR,ChamferY_BR,ChamferY_BL,Pinhole,Crack,Inclusion,RECIPE
"FAB2-Tool52 2-A1","20190628 11:17:06",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,623,7," A+",0,0,0,0,181.421,178.159,188.066,9.907,,,1.424,1.476,1.383,8.984,9.419,9.743,3.497,20.184,,,,0,0,0,0,156.923,156.971,220.266,220.326,1.580,1.584,1.686,1.535,-0.046,0.036,0,0.01,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:07",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,624,7," A+",0,0,0,0,181.691,178.196,186.948,8.752,,,1.471,1.559,1.418,3.987,9.585,6.423,3.336,19.907,,,,0,0,0,0,156.919,156.969,220.279,220.312,1.578,1.584,1.706,1.500,-0.042,0.033,-0.002,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:07",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,625,7," A+",0,0,0,0,181.906,178.582,185.783,7.200,,,1.415,1.478,1.355,4.152,9.225,5.959,2.235,18.315,,,,0,0,0,0,156.932,156.979,220.296,220.321,1.585,1.582,1.699,1.505,-0.04,0.027,0.002,0.012,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:08",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,626,7," A+",0,0,0,0,181.639,177.998,186.626,8.628,,,1.433,1.523,1.379,4.110,9.064,6.478,3.307,18.213,,,,0,0,0,0,156.928,156.979,220.293,220.318,1.593,1.578,1.695,1.517,-0.041,0.026,0.001,0.013,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:08",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,627,7," A+",0,0,0,0,180.924,177.67,183.632,5.963,,,1.420,1.518,1.365,4.125,8.996,6.437,1.657,19.106,,,,0,0,0,0,156.931,156.977,220.276,220.328,1.579,1.583,1.689,1.536,-0.039,0.027,0.001,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:09",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,628,7," A+",0,0,0,0,180.953,177.399,185.827,8.428,,,1.416,1.500,1.367,4.288,9.140,5.639,3.095,20.826,,,,0,0,0,0,156.927,156.972,220.285,220.313,1.575,1.587,1.705,1.513,-0.044,0.03,0.005,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:09",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,629,7," A+",0,0,0,0,180.976,177.708,184.169,6.461,,,1.425,1.513,1.368,6.752,8.715,7.245,3.464,21.479,,,,0,0,0,0,156.924,156.970,220.287,220.304,1.583,1.582,1.705,1.500,-0.04,0.03,0,0.01,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:10",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,630,7," A+",0,0,0,0,180.784,177.956,186.72,8.764,,,1.422,1.495,1.369,5.770,8.731,9.913,0.709,21.080,,,,0,0,0,0,156.926,156.973,220.279,220.304,1.592,1.578,1.709,1.523,-0.041,0.029,0.001,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:10",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,631,7," A+",0,0,0,0,182.984,178.725,187.349,8.624,,,1.434,1.549,1.370,7.161,9.197,8.346,2.868,19.435,,,,0,0,0,0,156.932,156.980,220.285,220.326,1.585,1.579,1.697,1.537,-0.039,0.028,-0.001,0.012,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:11",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,632,7," A+",0,0,0,0,180.067,177.044,185.804,8.760,,,1.425,1.504,1.372,5.401,8.977,6.770,2.550,22.452,,,,0,0,0,0,156.926,156.973,220.284,220.320,1.579,1.576,1.696,1.517,-0.039,0.029,0.001,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:11",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,633,7," A+",0,0,0,0,182.503,178.202,185.938,7.736,,,1.427,1.522,1.379,5.302,8.310,5.982,2.908,21.855,,,,0,0,0,0,156.920,156.969,220.282,220.303,1.583,1.573,1.706,1.497,-0.041,0.034,-0.004,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:12",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,634,7," A+",0,0,0,0,180.400,177.98,184.381,6.401,,,1.437,1.529,1.389,6.158,8.540,6.602,3.369,18.697,,,,0,0,0,0,156.928,156.975,220.285,220.310,1.597,1.582,1.711,1.523,-0.041,0.029,0,0.013,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:12",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,635,7," A+",0,0,0,0,181.882,178.29,187.379,9.089,,,1.442,1.531,1.395,4.957,8.983,5.846,3.675,20.906,,,,0,0,0,0,156.932,156.977,220.291,220.314,1.590,1.577,1.696,1.530,-0.038,0.028,0,0.01,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:13",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,636,7," A+",0,0,0,0,181.331,178.922,185.744,6.823,,,1.427,1.529,1.373,3.900,9.037,6.031,2.462,19.016,,,,0,0,0,0,156.926,156.973,220.282,220.314,1.577,1.586,1.696,1.528,-0.04,0.027,0.002,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:13",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,637,7," A+",0,0,0,0,181.565,178.498,185.138,6.640,,,1.440,1.497,1.384,6.516,9.560,7.734,1.432,21.654,,,,0,0,0,0,156.924,156.970,220.284,220.312,1.571,1.587,1.696,1.498,-0.042,0.032,0.001,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:14",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,638,7," A+",0,0,0,0,181.530,177.846,187.645,9.799,,,1.429,1.517,1.382,6.850,9.160,8.587,4.646,21.113,,,,0,0,0,0,156.930,156.976,220.290,220.311,1.591,1.585,1.703,1.512,-0.038,0.029,0,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:14",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,639,7," A+",0,0,0,0,180.744,177.678,184.269,6.592,,,1.420,1.493,1.365,7.174,8.783,8.896,1.856,21.575,,,,0,0,0,0,156.920,156.968,220.266,220.303,1.588,1.582,1.691,1.533,-0.04,0.031,0.001,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:15",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,640,7," A+",0,0,0,0,180.876,178.084,185.15,7.067,,,1.417,1.488,1.367,6.460,9.087,7.267,2.989,19.846,,,,0,0,0,0,156.928,156.976,220.285,220.316,1.576,1.581,1.705,1.524,-0.036,0.025,0,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:15",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,641,7," A+",0,0,0,0,182.007,179.048,186.654,7.606,,,1.424,1.508,1.373,4.588,8.405,6.150,5.124,20.260,,,,0,0,0,0,156.927,156.974,220.294,220.305,1.578,1.580,1.706,1.498,-0.038,0.027,0.003,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:16",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,642,7," A+",0,0,0,0,181.445,178.077,185.605,7.528,,,1.422,1.501,1.369,3.765,8.016,5.180,1.521,19.517,,,,0,0,0,0,156.926,156.971,220.285,220.305,1.593,1.588,1.702,1.515,-0.039,0.031,0,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:16",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,643,7," A+",0,0,0,0,181.011,178.001,186.485,8.484,,,1.430,1.525,1.372,3.699,8.965,5.069,3.516,20.945,,,,0,0,0,0,156.927,156.975,220.278,220.312,1.587,1.592,1.690,1.519,-0.038,0.03,0,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:17",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,644,7," A+",0,0,0,0,182.006,178.691,185.442,6.751,,,1.425,1.473,1.370,5.485,8.497,6.817,2.616,20.572,,,,0,0,0,0,156.921,156.968,220.268,220.312,1.585,1.571,1.687,1.532,-0.043,0.035,-0.001,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:17",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,645,7," A+",0,0,0,0,181.861,177.21,189.361,12.150,,,1.430,1.524,1.383,11.261,10.051,11.603,3.800,19.029,,,,0,0,0,0,156.931,156.976,220.289,220.320,1.573,1.589,1.702,1.502,-0.039,0.03,0,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:17",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,646,6," A+",0,0,0,0,179.916,174.413,184.452,10.039,,,1.417,1.492,1.367,10.605,9.813,10.605,3.178,21.473,,,,0,0,0,0,156.928,156.973,220.291,220.309,1.582,1.581,1.708,1.504,-0.037,0.025,0.002,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:17",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,647,6," A+",0,0,0,0,181.171,178.387,185.322,6.935,,,1.418,1.498,1.361,9.335,8.196,9.335,1.173,20.696,,,,0,0,0,0,156.929,156.973,220.282,220.305,1.598,1.587,1.703,1.522,-0.038,0.026,0.002,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:18",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,648,6," A+",0,0,0,0,182.287,177.448,186.913,9.465,,,1.441,1.546,1.392,5.634,8.271,7.635,1.805,20.393,,,,0,0,0,0,156.931,156.977,220.279,220.313,1.580,1.586,1.700,1.540,-0.037,0.025,0.001,0.011,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:18",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,649,6," A+",0,0,0,0,180.866,178.118,185.883,7.765,,,1.418,1.486,1.371,4.819,9.672,6.769,1.118,22.756,,,,0,0,0,0,156.936,156.984,220.299,220.327,1.569,1.590,1.705,1.527,-0.033,0.022,0.001,0.01,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:19",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,650,6," A+",0,0,0,0,180.962,178.06,184.166,6.106,,,1.421,1.505,1.371,5.721,8.840,7.164,3.758,22.551,,,,0,0,0,0,156.923,156.968,220.289,220.295,1.572,1.582,1.720,1.498,-0.037,0.026,0.006,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:19",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,651,6," A+",0,0,0,0,181.469,177.845,187.447,9.601,,,1.466,1.550,1.410,5.320,8.621,6.653,2.308,20.905,,,,0,0,0,0,156.932,156.976,220.282,220.311,1.582,1.591,1.707,1.521,-0.04,0.028,0.004,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:20",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,652,6," A+",0,0,0,0,182.263,177.634,186.084,8.450,,,1.420,1.505,1.366,6.511,8.578,6.680,6.348,21.327,,,,0,0,0,0,156.928,156.974,220.278,220.310,1.575,1.577,1.700,1.543,-0.038,0.026,0.004,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:20",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,653,6," A+",0,0,0,0,180.206,177.838,184.37,6.532,,,1.428,1.506,1.370,4.185,9.327,6.779,1.795,24.100,,,,0,0,0,0,156.927,156.974,220.272,220.312,1.565,1.585,1.710,1.543,-0.038,0.028,0.001,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:21",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,654,6," A+",0,0,0,0,181.961,178.366,190.562,12.195,,,1.420,1.475,1.369,12.511,8.768,14.238,1.949,21.820,,,,0,0,0,0,156.929,156.972,220.294,220.304,1.564,1.581,1.713,1.510,-0.036,0.026,0.005,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:21",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,655,6," A+",0,0,0,0,181.137,177.467,189.965,12.498,,,1.414,1.517,1.367,18.680,12.183,20.030,0.856,23.506,,,,0,0,0,0,156.928,156.972,220.284,220.300,1.572,1.590,1.722,1.516,-0.04,0.029,0.004,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:22",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,656,6," A+",0,0,0,0,181.147,175.715,189.158,13.443,,,1.423,1.489,1.369,15.005,13.134,16.874,2.654,21.547,,,,0,0,0,0,156.927,156.972,220.277,220.299,1.577,1.576,1.712,1.543,-0.037,0.03,0,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:22",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,657,6," A+",0,0,0,0,181.740,177.636,186.238,8.603,,,1.445,1.519,1.395,6.577,8.534,7.983,6.271,20.737,,,,0,0,0,0,156.923,156.969,220.267,220.299,1.576,1.580,1.702,1.539,-0.039,0.031,0.004,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:23",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,658,6," A+",0,0,0,0,180.357,176.222,183.768,7.547,,,1.414,1.484,1.348,4.875,8.786,6.954,4.127,19.133,,,,0,0,0,0,156.924,156.971,220.271,220.307,1.566,1.581,1.719,1.529,-0.042,0.035,0.001,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:23",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,659,6," A+",0,0,0,0,181.790,178.086,191.307,13.221,,,1.407,1.473,1.351,11.355,8.652,12.861,3.697,20.162,,,,0,0,0,0,156.934,156.981,220.286,220.312,1.571,1.590,1.720,1.522,-0.037,0.028,0.001,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:23",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,660,4," SM_A",0,0,0,0,181.722,178.138,188.302,10.163,,,1.434,1.560,1.376,13.887,17.143,15.819,2.326,21.104,,,,0,0,0,0,156.930,156.974,220.274,220.309,1.581,1.586,1.702,1.540,-0.036,0.027,0,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:23",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,661,4," SM_A",0,0,0,0,180.345,176.065,184.498,8.432,,,1.441,1.507,1.391,16.653,17.358,18.057,1.316,24.555,,,,0,0,0,0,156.931,156.973,220.283,220.312,1.573,1.568,1.702,1.541,-0.038,0.03,0.001,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:25",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,662,6," A+",0,0,0,0,181.757,178.405,185.143,6.738,,,1.410,1.489,1.346,14.880,14.107,19.029,1.382,21.815,,,,0,0,0,0,156.936,156.980,220.288,220.317,1.558,1.592,1.714,1.537,-0.035,0.024,0.002,0.009,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:25",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,663,6," A+",0,0,0,0,179.711,176.7,185.562,8.862,,,1.457,1.527,1.404,15.207,13.641,17.405,6.525,20.695,,,,0,0,0,0,156.928,156.970,220.283,220.297,1.573,1.576,1.715,1.522,-0.036,0.024,0.005,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:26",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,664,6," A+",0,0,0,0,182.790,178.835,188.199,9.363,,,1.413,1.483,1.355,8.190,8.197,8.652,3.775,20.850,,,,0,0,0,0,156.930,156.974,220.287,220.303,1.584,1.578,1.688,1.528,-0.037,0.027,0.005,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:26",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,665,6," A+",0,0,0,0,179.852,177.086,184.148,7.062,,,1.421,1.517,1.369,6.158,8.167,6.499,1.963,23.304,,,,0,0,0,0,156.932,156.977,220.279,220.316,1.567,1.582,1.684,1.548,-0.044,0.026,0.012,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:27",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,666,6," A+",0,0,0,0,182.942,178.629,189.293,10.664,,,1.412,1.503,1.348,7.679,8.240,9.109,2.796,20.843,,,,0,0,0,0,156.927,156.972,220.283,220.298,1.564,1.578,1.707,1.535,-0.035,0.025,0.003,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:27",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,667,6," A+",0,0,0,0,181.187,178.015,185.426,7.410,,,1.439,1.500,1.390,8.117,8.886,10.146,1.412,22.114,,,,0,0,0,0,156.932,156.977,220.297,220.311,1.570,1.577,1.707,1.509,-0.037,0.026,0.004,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:28",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,668,6," A+",0,0,0,0,181.041,177.405,186.491,9.087,,,1.411,1.468,1.363,8.110,8.272,10.565,1.503,22.172,,,,0,0,0,0,156.927,156.972,220.285,220.302,1.571,1.584,1.699,1.523,-0.037,0.028,0.005,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:28",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,669,6," A+",0,0,0,0,180.513,177.048,184.304,7.256,,,1.449,1.531,1.396,5.281,7.957,5.406,1.676,21.370,,,,0,0,0,0,156.932,156.977,220.269,220.313,1.569,1.590,1.701,1.546,-0.036,0.03,0.001,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:30",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,670,6," A+",0,0,0,0,181.701,177.955,186.557,8.602,,,1.407,1.498,1.353,5.928,8.075,5.928,3.203,22.040,,,,0,0,0,0,156.923,156.966,220.261,220.309,1.563,1.582,1.698,1.536,-0.039,0.031,0.001,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:30",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,671,6," A+",0,0,0,0,181.867,178.348,185.393,7.045,,,1.414,1.494,1.358,4.750,7.624,5.525,1.045,19.826,,,,0,0,0,0,156.936,156.980,220.297,220.322,1.564,1.589,1.702,1.520,-0.035,0.026,0.002,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:31",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,672,6," A+",0,0,0,0,181.748,177.733,186.705,8.972,,,1.412,1.495,1.360,5.712,9.287,6.098,2.897,20.353,,,,0,0,0,0,156.934,156.978,220.288,220.315,1.568,1.591,1.695,1.519,-0.034,0.025,0.004,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:31",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,673,6," A+",0,0,0,0,181.374,178.333,183.944,5.612,,,1.407,1.454,1.352,5.329,8.619,5.774,1.033,21.915,,,,0,0,0,0,156.928,156.975,220.273,220.300,1.573,1.595,1.712,1.543,-0.035,0.023,0.004,0.008,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:32",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,674,6," A+",0,0,0,0,179.981,177.022,183.967,6.944,,,1.421,1.488,1.374,4.980,8.470,6.126,2.264,20.838,,,,0,0,0,0,156.933,156.975,220.276,220.316,1.563,1.585,1.702,1.546,-0.037,0.028,0.004,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:32",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,675,6," A+",0,0,0,0,181.782,179.398,185.962,6.564,,,1.407,1.500,1.343,5.080,8.461,6.901,1.330,21.035,,,,0,0,0,0,156.934,156.975,220.290,220.310,1.556,1.580,1.723,1.532,-0.033,0.023,0.003,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:33",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,676,6," A+",0,0,0,0,181.707,178.333,187.347,9.014,,,1.416,1.509,1.358,7.827,7.932,10.386,1.965,23.228,,,,0,0,0,0,156.928,156.972,220.282,220.295,1.568,1.584,1.719,1.526,-0.036,0.026,0.005,0.004,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:33",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,677,6," A+",0,0,0,0,180.854,177.302,184.873,7.571,,,1.415,1.513,1.364,7.415,8.739,8.077,1.533,21.140,,,,0,0,0,0,156.928,156.970,220.267,220.294,1.581,1.596,1.715,1.538,-0.038,0.03,0.005,0.003,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:34",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,678,6," A+",0,0,0,0,181.643,177.215,187.261,10.046,,,1.415,1.525,1.363,5.283,7.921,6.275,3.359,19.756,,,,0,0,0,0,156.933,156.977,220.272,220.308,1.561,1.588,1.721,1.554,-0.035,0.026,0.003,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:34",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,679,6," A+",0,0,0,0,181.397,177.536,184.764,7.228,,,1.425,1.470,1.371,5.489,8.861,7.207,1.723,21.684,,,,0,0,0,0,156.930,156.974,220.274,220.300,1.564,1.585,1.721,1.537,-0.033,0.025,0.002,0.005,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:35",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,680,6," A+",0,0,0,0,180.828,177.534,186.02,8.486,,,1.399,1.500,1.336,4.190,8.719,5.540,3.536,21.770,,,,0,0,0,0,156.926,156.973,220.275,220.298,1.563,1.586,1.732,1.519,-0.036,0.028,0.002,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:35",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,681,6," A+",0,0,0,0,180.458,177.284,184.315,7.031,,,1.424,1.478,1.374,4.599,7.990,6.403,2.493,19.899,,,,0,0,0,0,156.936,156.980,220.285,220.299,1.571,1.578,1.731,1.547,-0.033,0.023,0.003,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:36",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,682,6," A+",0,0,0,0,181.324,178.834,185.857,7.023,,,1.424,1.497,1.371,5.012,8.625,5.895,3.148,20.272,,,,0,0,0,0,156.936,156.977,220.292,220.303,1.564,1.584,1.719,1.526,-0.038,0.027,0.004,0.007,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:36",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,683,6," A+",0,0,0,0,181.296,178.255,184.007,5.752,,,1.406,1.464,1.343,5.203,8.051,5.598,0.573,21.240,,,,0,0,0,0,156.926,156.971,220.274,220.287,1.575,1.589,1.728,1.537,-0.033,0.023,0.005,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:37",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,684,6," A+",0,0,0,0,181.712,178.903,185.56,6.656,,,1.411,1.462,1.354,3.495,8.157,4.575,3.280,23.319,,,,0,0,0,0,156.938,156.981,220.286,220.301,1.575,1.588,1.723,1.550,-0.032,0.022,0.004,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
"FAB2-Tool52 2-A1","20190628 11:17:37",HPD21906233029,HPD21906233029,HPD21906233029,SJ12,685,6," A+",0,0,0,0,181.633,177.966,185.716,7.749,,,1.414,1.504,1.368,4.338,8.444,4.721,1.903,21.190,,,,0,0,0,0,156.938,156.980,220.289,220.302,1.573,1.584,1.716,1.553,-0.034,0.021,0.006,0.006,,,,,,,,,0,0,0,"Jinko DW Multi V2-157-180.csv"
